City_ID,City,Country,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category
1,Praskoveya,Russian Federation,51,Moderate,1,Good,36,Good,0,Good,51,Moderate
2,Presidente Dutra,Brazil,41,Good,1,Good,5,Good,1,Good,41,Good
3,Priolo Gargallo,Italy,66,Moderate,1,Good,39,Good,2,Good,66,Moderate
4,Przasnysz,Poland,34,Good,1,Good,34,Good,0,Good,20,Good
5,Punaauia,France,22,Good,0,Good,22,Good,0,Good,6,Good
6,Punta Gorda,United States of America,54,Moderate,1,Good,14,Good,11,Good,54,Moderate
7,Puttlingen,Germany,62,Moderate,1,Good,35,Good,3,Good,62,Moderate
8,Puurs,Belgium,64,Moderate,1,Good,29,Good,7,Good,64,Moderate
9,Pyatigorsk,Russian Federation,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
10,Qalyub,Egypt,142,Unhealthy for Sensitive Groups,3,Good,89,Moderate,9,Good,142,Unhealthy for Sensitive Groups
11,Qinzhou,China,68,Moderate,2,Good,68,Moderate,1,Good,58,Moderate
12,Raalte,Netherlands,41,Good,1,Good,24,Good,6,Good,41,Good
13,Radaur,India,158,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy
14,Radhan,Pakistan,158,Unhealthy,1,Good,50,Good,1,Good,158,Unhealthy
15,Radovis,Republic of North Macedonia,83,Moderate,1,Good,46,Good,0,Good,83,Moderate
16,Raismes,France,59,Moderate,1,Good,30,Good,4,Good,59,Moderate
17,Rajgir,India,154,Unhealthy,3,Good,100,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy
18,Ramacca,Italy,55,Moderate,1,Good,47,Good,0,Good,55,Moderate
19,Phoenix,United States of America,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
20,Phulabani,India,161,Unhealthy,2,Good,71,Moderate,0,Good,161,Unhealthy
21,Piaseczno,Poland,28,Good,1,Good,28,Good,2,Good,28,Good
22,Pimpri,India,118,Unhealthy for Sensitive Groups,2,Good,30,Good,2,Good,118,Unhealthy for Sensitive Groups
23,Pindobacu,Brazil,33,Good,0,Good,10,Good,1,Good,33,Good
24,Pingyin,China,150,Unhealthy,3,Good,95,Moderate,6,Good,150,Unhealthy
25,Pinheiral,Brazil,154,Unhealthy,5,Good,0,Good,13,Good,154,Unhealthy
26,Piravam,India,81,Moderate,1,Good,24,Good,1,Good,81,Moderate
27,Plato,Colombia,67,Moderate,1,Good,16,Good,2,Good,67,Moderate
28,Poiana Mare,Romania,62,Moderate,1,Good,37,Good,1,Good,62,Moderate
29,Polevskoy,Russian Federation,31,Good,1,Good,31,Good,0,Good,17,Good
30,Pontarlier,France,56,Moderate,1,Good,35,Good,0,Good,56,Moderate
31,Pontiac,United States of America,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
32,Pontianak,Indonesia,44,Good,1,Good,15,Good,0,Good,44,Good
33,Porecatu,Brazil,30,Good,1,Good,9,Good,2,Good,30,Good
34,Pori,Finland,30,Good,1,Good,30,Good,1,Good,15,Good
35,Port Elizabeth,South Africa,79,Moderate,3,Good,18,Good,5,Good,79,Moderate
36,Port Neches,United States of America,34,Good,1,Good,19,Good,7,Good,34,Good
37,Port Talbot,United Kingdom of Great Britain and Northern Ireland,51,Moderate,1,Good,20,Good,5,Good,51,Moderate
38,Portales,United States of America,77,Moderate,1,Good,34,Good,0,Good,77,Moderate
39,Post Falls,United States of America,61,Moderate,1,Good,32,Good,3,Good,61,Moderate
40,Pouso Alegre,Brazil,32,Good,1,Good,7,Good,2,Good,32,Good
41,Dalinghe,China,64,Moderate,3,Good,64,Moderate,4,Good,64,Moderate
42,Dalnegorsk,Russian Federation,29,Good,0,Good,29,Good,0,Good,25,Good
43,Dar Es Salaam,United Republic of Tanzania,51,Moderate,1,Good,23,Good,0,Good,51,Moderate
44,Darbhanga,India,247,Very Unhealthy,3,Good,162,Unhealthy,1,Good,247,Very Unhealthy
45,Dayton,United States of America,45,Good,1,Good,32,Good,7,Good,45,Good
46,Deinze,Belgium,36,Good,1,Good,25,Good,3,Good,36,Good
47,Dekernes,Egypt,81,Moderate,2,Good,81,Moderate,4,Good,56,Moderate
48,Delmas,Haiti,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups
49,Deming,United States of America,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
50,Denton,United Kingdom of Great Britain and Northern Ireland,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
51,Destin,United States of America,31,Good,0,Good,31,Good,0,Good,25,Good
52,Dhadar,Pakistan,157,Unhealthy,1,Good,89,Moderate,0,Good,157,Unhealthy
53,Dharmapuri,India,60,Moderate,1,Good,31,Good,1,Good,60,Moderate
54,Digri,Pakistan,153,Unhealthy,1,Good,40,Good,0,Good,153,Unhealthy
55,Dinsor,Somalia,22,Good,0,Good,19,Good,0,Good,22,Good
56,Dipolog,Philippines,30,Good,1,Good,17,Good,0,Good,30,Good
57,Dobele,Latvia,44,Good,1,Good,34,Good,0,Good,44,Good
58,Grandville,United States of America,47,Good,1,Good,37,Good,4,Good,47,Good
59,Grave,Netherlands,37,Good,0,Good,32,Good,2,Good,37,Good
60,Green Valley,United States of America,44,Good,1,Good,14,Good,8,Good,44,Good
61,Greendale,United States of America,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
62,Grudziadz,Poland,37,Good,0,Good,33,Good,0,Good,37,Good
63,Guamo,Colombia,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
64,Guardiagrele,Italy,52,Moderate,2,Good,38,Good,7,Good,52,Moderate
65,Guelengdeng,Chad,59,Moderate,2,Good,16,Good,0,Good,59,Moderate
66,Guildford,United Kingdom of Great Britain and Northern Ireland,51,Moderate,1,Good,25,Good,6,Good,51,Moderate
67,Guiset,Philippines,66,Moderate,1,Good,26,Good,1,Good,66,Moderate
68,Gukovo,Russian Federation,38,Good,1,Good,38,Good,0,Good,13,Good
69,Havre De Grace,United States of America,34,Good,1,Good,30,Good,7,Good,34,Good
70,Hazelwood,United States of America,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
71,Heddesheim,Germany,54,Moderate,1,Good,31,Good,3,Good,54,Moderate
72,Heiligenhaus,Germany,44,Good,1,Good,28,Good,3,Good,44,Good
73,Hemel Hempstead,United Kingdom of Great Britain and Northern Ireland,51,Moderate,1,Good,26,Good,6,Good,51,Moderate
74,Hicksville,United States of America,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
75,Hidrolandia,Brazil,42,Good,1,Good,5,Good,2,Good,42,Good
76,Gyanpur,India,189,Unhealthy,2,Good,99,Moderate,1,Good,189,Unhealthy
77,Haiger,Germany,49,Good,1,Good,25,Good,3,Good,49,Good
78,Hangzhou,China,203,Very Unhealthy,5,Good,203,Very Unhealthy,5,Good,151,Unhealthy
79,Harrislee,Germany,35,Good,0,Good,32,Good,0,Good,35,Good
80,Harrison,United States of America,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
81,Harur,India,67,Moderate,1,Good,26,Good,1,Good,67,Moderate
82,Hasbergen,Germany,36,Good,0,Good,34,Good,1,Good,36,Good
83,Haubourdin,France,48,Good,1,Good,28,Good,4,Good,48,Good
84,Taunton,United States of America,41,Good,1,Good,28,Good,10,Good,41,Good
85,Tauranga,New Zealand,19,Good,0,Good,19,Good,1,Good,17,Good
86,Tawzar,Tunisia,73,Moderate,1,Good,43,Good,0,Good,73,Moderate
87,Tay Ninh,Viet Nam,45,Good,0,Good,18,Good,1,Good,45,Good
88,Taybad,Iran (Islamic Republic of),170,Unhealthy,1,Good,43,Good,0,Good,170,Unhealthy
89,Teano,Italy,47,Good,1,Good,47,Good,1,Good,36,Good
90,Tekkali,India,155,Unhealthy,3,Good,82,Moderate,1,Good,155,Unhealthy
91,Teodoro Sampaio,Brazil,46,Good,1,Good,9,Good,1,Good,46,Good
92,Tepeaca,Mexico,172,Unhealthy,5,Good,2,Good,11,Good,172,Unhealthy
93,Tequila,Mexico,64,Moderate,1,Good,15,Good,2,Good,64,Moderate
94,Teramo,Italy,44,Good,1,Good,44,Good,1,Good,38,Good
95,Thai Nguyen,Viet Nam,150,Unhealthy,3,Good,150,Unhealthy,1,Good,105,Unhealthy for Sensitive Groups
96,Tianjin,China,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups
97,Tidore,Indonesia,21,Good,0,Good,13,Good,0,Good,21,Good
98,Timisoara,Romania,47,Good,1,Good,42,Good,0,Good,47,Good
99,Tinjah,Tunisia,48,Good,1,Good,48,Good,1,Good,29,Good
100,Toboso,Philippines,54,Moderate,1,Good,20,Good,0,Good,54,Moderate
101,Tokorozawa,Japan,60,Moderate,1,Good,44,Good,3,Good,60,Moderate
102,Toluca,Mexico,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy
103,Itapissuma,Brazil,27,Good,0,Good,23,Good,1,Good,27,Good
104,Itarantim,Brazil,23,Good,1,Good,7,Good,1,Good,23,Good
105,Itumbiara,Brazil,31,Good,1,Good,13,Good,0,Good,31,Good
106,Ixtaczoquitlan,Mexico,88,Moderate,3,Good,13,Good,9,Good,88,Moderate
107,Izalco,El Salvador,90,Moderate,2,Good,22,Good,9,Good,90,Moderate
108,Izazi,United Republic of Tanzania,28,Good,1,Good,15,Good,0,Good,28,Good
109,Izberbash,Russian Federation,51,Moderate,1,Good,38,Good,0,Good,51,Moderate
110,Jabalpur,India,170,Unhealthy,1,Good,38,Good,0,Good,170,Unhealthy
111,Jaguaquara,Brazil,22,Good,0,Good,9,Good,1,Good,22,Good
112,Jahanabad,India,168,Unhealthy,4,Good,168,Unhealthy,1,Good,156,Unhealthy
113,Jambol,Bulgaria,40,Good,1,Good,40,Good,0,Good,32,Good
114,Jarocin,Poland,47,Good,1,Good,27,Good,2,Good,47,Good
115,Jasaan,Philippines,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
116,Ilobu,Nigeria,133,Unhealthy for Sensitive Groups,4,Good,23,Good,3,Good,133,Unhealthy for Sensitive Groups
117,Imatra,Finland,29,Good,1,Good,29,Good,1,Good,7,Good
118,Indaial,Brazil,73,Moderate,2,Good,2,Good,8,Good,73,Moderate
119,Indang,Philippines,50,Good,0,Good,24,Good,0,Good,50,Good
120,Itagi,Brazil,25,Good,0,Good,9,Good,1,Good,25,Good
121,Iseyin,Nigeria,90,Moderate,3,Good,18,Good,2,Good,90,Moderate
122,Isla,Mexico,81,Moderate,2,Good,26,Good,3,Good,81,Moderate
123,Itaitinga,Brazil,29,Good,0,Good,20,Good,1,Good,29,Good
124,Itambe,Brazil,21,Good,0,Good,8,Good,1,Good,21,Good
125,Itapemirim,Brazil,44,Good,1,Good,16,Good,1,Good,44,Good
126,Torit,South Sudan,65,Moderate,1,Good,12,Good,0,Good,65,Moderate
127,Totonicapan,Guatemala,66,Moderate,2,Good,7,Good,6,Good,66,Moderate
128,Trenton,United States of America,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
129,Trujillo Alto,United States of America,56,Moderate,0,Good,23,Good,0,Good,56,Moderate
130,Tullamore,Ireland,57,Moderate,1,Good,26,Good,3,Good,57,Moderate
131,Tunceli,Turkey,62,Moderate,0,Good,35,Good,0,Good,62,Moderate
132,Tuyen Quang,Viet Nam,167,Unhealthy,4,Good,167,Unhealthy,1,Good,107,Unhealthy for Sensitive Groups
133,Two Rivers,United States of America,49,Good,1,Good,27,Good,4,Good,49,Good
134,Tysons Corner,United States of America,55,Moderate,2,Good,25,Good,11,Good,55,Moderate
135,Tyukalinsk,Russian Federation,34,Good,1,Good,34,Good,0,Good,32,Good
136,Udupi,India,80,Moderate,1,Good,25,Good,0,Good,80,Moderate
137,Umaria,India,163,Unhealthy,2,Good,92,Moderate,0,Good,163,Unhealthy
138,Willowbrook,United States of America,126,Unhealthy for Sensitive Groups,4,Good,3,Good,36,Good,126,Unhealthy for Sensitive Groups
139,Wilmette,United States of America,63,Moderate,2,Good,9,Good,22,Good,63,Moderate
140,Wolf Trap,United States of America,53,Moderate,2,Good,27,Good,10,Good,53,Moderate
141,Woodhaven,United States of America,86,Moderate,2,Good,38,Good,10,Good,86,Moderate
142,Wulanhaote,China,47,Good,2,Good,47,Good,0,Good,25,Good
143,Xiangdong,China,78,Moderate,2,Good,25,Good,7,Good,78,Moderate
144,Xiaoweizhai,China,61,Moderate,2,Good,61,Moderate,0,Good,54,Moderate
145,Xushan,China,112,Unhealthy for Sensitive Groups,2,Good,44,Good,4,Good,112,Unhealthy for Sensitive Groups
146,Yanacancha,Peru,27,Good,0,Good,6,Good,1,Good,27,Good
147,Yancheng,China,155,Unhealthy,3,Good,155,Unhealthy,2,Good,151,Unhealthy
148,Yangambi,Democratic Republic of the Congo,121,Unhealthy for Sensitive Groups,4,Good,24,Good,0,Good,121,Unhealthy for Sensitive Groups
149,Yanggu,China,160,Unhealthy,3,Good,138,Unhealthy for Sensitive Groups,5,Good,160,Unhealthy
150,Yangliuqing,China,144,Unhealthy for Sensitive Groups,4,Good,109,Unhealthy for Sensitive Groups,9,Good,144,Unhealthy for Sensitive Groups
151,Yanji,China,69,Moderate,2,Good,48,Good,0,Good,69,Moderate
152,Yankton,United States of America,47,Good,1,Good,34,Good,3,Good,47,Good
153,Wenden,Germany,69,Moderate,1,Good,34,Good,4,Good,69,Moderate
154,West Carrollton City,United States of America,84,Moderate,3,Good,9,Good,24,Good,84,Moderate
155,Wetteren,Belgium,64,Moderate,1,Good,32,Good,6,Good,64,Moderate
156,Whitehorse,Canada,20,Good,1,Good,20,Good,1,Good,10,Good
157,Wicklow,Ireland,38,Good,1,Good,30,Good,3,Good,38,Good
158,Wil,Switzerland,59,Moderate,1,Good,27,Good,3,Good,59,Moderate
159,Wildeshausen,Germany,67,Moderate,1,Good,30,Good,5,Good,67,Moderate
160,Williamsport,United States of America,75,Moderate,2,Good,13,Good,16,Good,75,Moderate
161,Fox Lake,United States of America,60,Moderate,2,Good,18,Good,21,Good,60,Moderate
162,Foz Do Iguacu,Brazil,22,Good,1,Good,13,Good,0,Good,22,Good
163,Frederikssund,Denmark,36,Good,1,Good,36,Good,0,Good,25,Good
164,Friendly,United States of America,41,Good,1,Good,30,Good,8,Good,41,Good
165,Fuldatal,Germany,44,Good,1,Good,28,Good,2,Good,44,Good
166,Furano,Japan,29,Good,1,Good,26,Good,1,Good,29,Good
167,Fuzhou,China,168,Unhealthy,3,Good,168,Unhealthy,5,Good,99,Moderate
168,Galashiels,United Kingdom of Great Britain and Northern Ireland,25,Good,1,Good,25,Good,3,Good,23,Good
169,Gangelt,Germany,41,Good,1,Good,26,Good,4,Good,41,Good
170,Garbsen,Germany,36,Good,0,Good,33,Good,1,Good,36,Good
171,Garoua,Cameroon,59,Moderate,2,Good,12,Good,0,Good,59,Moderate
172,Garowe,Somalia,98,Moderate,0,Good,17,Good,0,Good,98,Moderate
173,Geertruidenberg,Netherlands,35,Good,0,Good,33,Good,2,Good,35,Good
174,Geraldton,Australia,29,Good,0,Good,29,Good,0,Good,13,Good
175,Germersheim,Germany,51,Moderate,1,Good,29,Good,3,Good,51,Moderate
176,Girardot,Colombia,103,Unhealthy for Sensitive Groups,4,Good,9,Good,6,Good,103,Unhealthy for Sensitive Groups
177,Glubokiy,Russian Federation,35,Good,1,Good,35,Good,0,Good,17,Good
178,Golborne,United Kingdom of Great Britain and Northern Ireland,35,Good,1,Good,30,Good,4,Good,35,Good
179,Gondomar,Portugal,27,Good,0,Good,27,Good,2,Good,21,Good
180,Goryachevodskiy,Russian Federation,48,Good,1,Good,39,Good,1,Good,48,Good
181,Govindgarh,India,307,Hazardous,1,Good,45,Good,0,Good,307,Hazardous
182,Grand Lahou,Côte d'Ivoire,54,Moderate,1,Good,25,Good,0,Good,54,Moderate
183,Hoffman Estates,United States of America,61,Moderate,2,Good,26,Good,16,Good,61,Moderate
184,Hoganas,Sweden,36,Good,1,Good,36,Good,1,Good,30,Good
185,Holly Springs,United States of America,42,Good,1,Good,42,Good,2,Good,37,Good
186,Holzminden,Germany,42,Good,0,Good,32,Good,1,Good,42,Good
187,Huaicheng,China,151,Unhealthy,4,Good,45,Good,4,Good,151,Unhealthy
188,Huruta,Ethiopia,102,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,102,Unhealthy for Sensitive Groups
189,Idanre,Nigeria,115,Unhealthy for Sensitive Groups,3,Good,24,Good,2,Good,115,Unhealthy for Sensitive Groups
190,Iglesias,Italy,64,Moderate,1,Good,53,Moderate,1,Good,64,Moderate
191,Ihlow,Germany,40,Good,1,Good,30,Good,2,Good,40,Good
192,Iizuka,Japan,45,Good,1,Good,45,Good,0,Good,38,Good
193,Sungai Kolok,Thailand,65,Moderate,1,Good,34,Good,0,Good,65,Moderate
194,Sungaipenuh,Indonesia,17,Good,1,Good,13,Good,0,Good,17,Good
195,Suvorovskaya,Russian Federation,52,Moderate,1,Good,39,Good,1,Good,52,Moderate
196,Suzu,Japan,69,Moderate,1,Good,69,Moderate,1,Good,60,Moderate
197,Swiecie,Poland,44,Good,1,Good,33,Good,1,Good,44,Good
198,Szeged,Hungary,50,Good,1,Good,41,Good,1,Good,50,Good
199,Szerencs,Hungary,72,Moderate,1,Good,42,Good,1,Good,72,Moderate
200,Taburbah,Tunisia,49,Good,1,Good,49,Good,1,Good,32,Good
201,Tadepallegudem,India,127,Unhealthy for Sensitive Groups,2,Good,65,Moderate,1,Good,127,Unhealthy for Sensitive Groups
202,Tafresh,Iran (Islamic Republic of),125,Unhealthy for Sensitive Groups,2,Good,125,Unhealthy for Sensitive Groups,1,Good,82,Moderate
203,Tagaytay,Philippines,41,Good,1,Good,25,Good,1,Good,41,Good
204,Tajimi,Japan,52,Moderate,1,Good,34,Good,3,Good,52,Moderate
205,Takahagi,Japan,47,Good,1,Good,47,Good,1,Good,44,Good
206,Takahashi,Japan,36,Good,1,Good,36,Good,3,Good,34,Good
207,Tal,India,155,Unhealthy,1,Good,39,Good,0,Good,155,Unhealthy
208,Talacogon,Philippines,37,Good,1,Good,19,Good,0,Good,37,Good
209,Taldom,Russian Federation,46,Good,1,Good,27,Good,1,Good,46,Good
210,Talgar,Kazakhstan,69,Moderate,1,Good,42,Good,0,Good,69,Moderate
211,Tamiami,United States of America,64,Moderate,1,Good,18,Good,12,Good,64,Moderate
212,Tamra,Israel,92,Moderate,2,Good,52,Moderate,8,Good,92,Moderate
213,Tanashi,Japan,58,Moderate,1,Good,43,Good,3,Good,58,Moderate
214,Tandarei,Romania,41,Good,1,Good,41,Good,0,Good,38,Good
215,Tantangan,Philippines,35,Good,1,Good,20,Good,0,Good,35,Good
216,Tarogong,Indonesia,88,Moderate,2,Good,53,Moderate,1,Good,88,Moderate
217,Tatvan,Turkey,45,Good,0,Good,45,Good,0,Good,43,Good
218,Yaval,India,102,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,102,Unhealthy for Sensitive Groups
219,Yeovil,United Kingdom of Great Britain and Northern Ireland,58,Moderate,1,Good,24,Good,7,Good,58,Moderate
220,Yuanping,China,143,Unhealthy for Sensitive Groups,2,Good,35,Good,5,Good,143,Unhealthy for Sensitive Groups
221,Yuncheng,China,187,Unhealthy,2,Good,36,Good,8,Good,187,Unhealthy
222,Zambrow,Poland,35,Good,1,Good,35,Good,0,Good,17,Good
223,Zamosc,Poland,48,Good,1,Good,35,Good,1,Good,48,Good
224,Zaventem,Belgium,58,Moderate,1,Good,29,Good,6,Good,58,Moderate
225,Zemst,Belgium,65,Moderate,1,Good,27,Good,8,Good,65,Moderate
226,Zhaozhou,China,73,Moderate,2,Good,66,Moderate,0,Good,73,Moderate
227,Zhicheng,China,160,Unhealthy,4,Good,36,Good,13,Good,160,Unhealthy
228,Zhongshan,China,98,Moderate,3,Good,33,Good,9,Good,98,Moderate
229,Zhuji,China,156,Unhealthy,4,Good,45,Good,10,Good,156,Unhealthy
230,Zimatlan,Mexico,75,Moderate,2,Good,9,Good,6,Good,75,Moderate
231,Zinacantepec,Mexico,163,Unhealthy,4,Good,8,Good,18,Good,163,Unhealthy
232,Zmeinogorsk,Russian Federation,35,Good,1,Good,35,Good,0,Good,21,Good
233,Aalburg,Netherlands,30,Good,0,Good,30,Good,2,Good,29,Good
234,Abaran,Spain,47,Good,1,Good,21,Good,2,Good,47,Good
235,Abbiategrasso,Italy,69,Moderate,1,Good,37,Good,4,Good,69,Moderate
236,Abidjan,Côte d'Ivoire,105,Unhealthy for Sensitive Groups,4,Good,15,Good,4,Good,105,Unhealthy for Sensitive Groups
237,Acuautla,Mexico,189,Unhealthy,2,Good,9,Good,15,Good,189,Unhealthy
238,Acworth,United States of America,64,Moderate,2,Good,37,Good,8,Good,64,Moderate
239,Adelphi,United States of America,54,Moderate,1,Good,32,Good,5,Good,54,Moderate
240,Afzalgarh,India,198,Unhealthy,4,Good,198,Unhealthy,3,Good,188,Unhealthy
241,Agbor,Nigeria,139,Unhealthy for Sensitive Groups,7,Good,13,Good,5,Good,139,Unhealthy for Sensitive Groups
242,Aix En Provence,France,55,Moderate,1,Good,26,Good,3,Good,55,Moderate
243,Akyab,Myanmar,145,Unhealthy for Sensitive Groups,1,Good,46,Good,0,Good,145,Unhealthy for Sensitive Groups
244,Alabaster,United States of America,80,Moderate,1,Good,18,Good,10,Good,80,Moderate
245,Alagir,Russian Federation,50,Good,1,Good,36,Good,1,Good,50,Good
246,Alken,Belgium,35,Good,1,Good,25,Good,3,Good,35,Good
247,Alma,Canada,55,Moderate,1,Good,27,Good,0,Good,55,Moderate
248,Almirante Tamandare,Brazil,13,Good,1,Good,12,Good,1,Good,13,Good
249,Almoradi,Spain,48,Good,1,Good,23,Good,3,Good,48,Good
250,Alotau,Papua New Guinea,28,Good,0,Good,28,Good,0,Good,13,Good
251,Altotting,Germany,50,Good,1,Good,29,Good,3,Good,50,Good
252,Ambovombe,Madagascar,26,Good,0,Good,26,Good,0,Good,20,Good
253,Anqiu,China,107,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,5,Good,86,Moderate
254,Antalaha,Madagascar,22,Good,0,Good,22,Good,0,Good,20,Good
255,Antioch,United States of America,76,Moderate,3,Good,7,Good,25,Good,76,Moderate
256,Anyksciai,Lithuania,47,Good,1,Good,32,Good,0,Good,47,Good
257,Apam,Ghana,104,Unhealthy for Sensitive Groups,2,Good,14,Good,1,Good,104,Unhealthy for Sensitive Groups
258,Apaseo El Grande,Mexico,60,Moderate,1,Good,16,Good,5,Good,60,Moderate
259,Aragarcas,Brazil,32,Good,1,Good,3,Good,2,Good,32,Good
260,Arkadak,Russian Federation,28,Good,1,Good,28,Good,1,Good,15,Good
261,Armentieres,France,34,Good,0,Good,28,Good,2,Good,34,Good
262,Arsk,Russian Federation,28,Good,1,Good,28,Good,1,Good,19,Good
263,Artyom,Azerbaijan,48,Good,1,Good,35,Good,0,Good,48,Good
264,Ashtarak,Armenia,39,Good,1,Good,29,Good,1,Good,39,Good
265,Asosa,Ethiopia,97,Moderate,1,Good,14,Good,0,Good,97,Moderate
266,Astaneh Ye Ashrafiyeh,Iran (Islamic Republic of),75,Moderate,1,Good,37,Good,0,Good,75,Moderate
267,Atarra,India,194,Unhealthy,1,Good,44,Good,0,Good,194,Unhealthy
268,Atescatempa,Guatemala,104,Unhealthy for Sensitive Groups,3,Good,5,Good,10,Good,104,Unhealthy for Sensitive Groups
269,Atri,Italy,57,Moderate,1,Good,40,Good,3,Good,57,Moderate
270,Avdiyivka,Ukraine,41,Good,1,Good,41,Good,3,Good,27,Good
271,Avintes,Portugal,37,Good,1,Good,16,Good,7,Good,37,Good
272,Ayer Keroh,Malaysia,59,Moderate,1,Good,34,Good,0,Good,59,Moderate
273,Ayr,United Kingdom of Great Britain and Northern Ireland,29,Good,1,Good,29,Good,2,Good,20,Good
274,Baarn,Netherlands,34,Good,0,Good,34,Good,1,Good,26,Good
275,Backa Palanka,Serbia,70,Moderate,1,Good,41,Good,0,Good,70,Moderate
276,Bad Langensalza,Germany,32,Good,0,Good,30,Good,1,Good,32,Good
277,Bahawalnagar,Pakistan,500,Hazardous,1,Good,38,Good,1,Good,466,Hazardous
278,Balfour,South Africa,380,Hazardous,31,Good,1,Good,26,Good,380,Hazardous
279,Ballitoville,South Africa,222,Very Unhealthy,12,Good,5,Good,14,Good,222,Very Unhealthy
280,Ban Phai,Thailand,52,Moderate,0,Good,28,Good,0,Good,52,Moderate
281,Bandar Penggaram,Malaysia,76,Moderate,1,Good,39,Good,0,Good,76,Moderate
282,Bangued,Philippines,27,Good,0,Good,23,Good,0,Good,27,Good
283,Banovce,Slovakia,59,Moderate,1,Good,26,Good,2,Good,59,Moderate
284,Bargteheide,Germany,38,Good,0,Good,28,Good,2,Good,38,Good
285,Bartlesville,United States of America,56,Moderate,1,Good,23,Good,6,Good,56,Moderate
286,Basse,Gambia,127,Unhealthy for Sensitive Groups,1,Good,18,Good,0,Good,127,Unhealthy for Sensitive Groups
287,Bat Khela,Pakistan,117,Unhealthy for Sensitive Groups,1,Good,117,Unhealthy for Sensitive Groups,1,Good,78,Moderate
288,Batu Gajah,Malaysia,92,Moderate,2,Good,57,Moderate,1,Good,92,Moderate
289,Bazpur,India,182,Unhealthy,5,Good,170,Unhealthy,5,Good,182,Unhealthy
290,Castel Goffredo,Italy,124,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,124,Unhealthy for Sensitive Groups
291,Catanzaro,Italy,68,Moderate,2,Good,68,Moderate,6,Good,57,Moderate
292,Catbalogan,Philippines,68,Moderate,1,Good,26,Good,0,Good,68,Moderate
293,Cayambe,Ecuador,39,Good,1,Good,4,Good,2,Good,39,Good
294,Cazin,Bosnia and Herzegovina,50,Good,1,Good,33,Good,0,Good,50,Good
295,Cernusco Sul Naviglio,Italy,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,Unhealthy for Sensitive Groups
296,Cesenatico,Italy,38,Good,1,Good,36,Good,5,Good,38,Good
297,Ceske Budejovice,Czechia,61,Moderate,1,Good,38,Good,1,Good,61,Moderate
298,Chacabuco,Argentina,17,Good,0,Good,17,Good,1,Good,17,Good
299,Chachapoyas,Peru,21,Good,0,Good,4,Good,0,Good,21,Good
300,Chalon Sur Saone,France,32,Good,1,Good,32,Good,1,Good,20,Good
301,Chaoyang,China,151,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,151,Unhealthy
302,Chau Doc,Viet Nam,57,Moderate,1,Good,32,Good,0,Good,57,Moderate
303,Cherepanovo,Russian Federation,38,Good,1,Good,38,Good,0,Good,35,Good
304,Cherkessk,Russian Federation,49,Good,1,Good,40,Good,0,Good,49,Good
305,Chhabra,India,171,Unhealthy,1,Good,42,Good,0,Good,171,Unhealthy
306,Chilakalurupet,India,91,Moderate,1,Good,28,Good,1,Good,91,Moderate
307,Chilpancingo,Mexico,72,Moderate,2,Good,4,Good,5,Good,72,Moderate
308,Chipurupalle,India,153,Unhealthy,2,Good,22,Good,6,Good,153,Unhealthy
309,Chojnow,Poland,59,Moderate,1,Good,25,Good,2,Good,59,Moderate
310,Chotila,India,157,Unhealthy,0,Good,31,Good,1,Good,157,Unhealthy
311,Cimarron Hills,United States of America,73,Moderate,1,Good,32,Good,2,Good,73,Moderate
312,Claudio,Brazil,71,Moderate,2,Good,3,Good,6,Good,71,Moderate
313,Clevelandia,Brazil,17,Good,0,Good,17,Good,0,Good,11,Good
314,Coari,Brazil,46,Good,1,Good,2,Good,0,Good,46,Good
315,Coatbridge,United Kingdom of Great Britain and Northern Ireland,35,Good,1,Good,12,Good,9,Good,35,Good
