City_ID,City,Country,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category
11408,El Banco,Colombia,40,Good,1,Good,17,Good,0,Good,40,Good
11409,El Mahalla El Kubra,Egypt,109,Unhealthy for Sensitive Groups,2,Good,47,Good,4,Good,109,Unhealthy for Sensitive Groups
11410,El Wasta,Egypt,117,Unhealthy for Sensitive Groups,2,Good,74,Moderate,7,Good,117,Unhealthy for Sensitive Groups
11411,Elizabethtown,United States of America,61,Moderate,2,Good,33,Good,6,Good,61,Moderate
11412,Emmen,Switzerland,52,Moderate,1,Good,30,Good,1,Good,52,Moderate
11413,Hermanus,South Africa,151,Unhealthy,7,Good,14,Good,6,Good,151,Unhealthy
11414,Higashine,Japan,55,Moderate,1,Good,46,Good,2,Good,55,Moderate
11415,Hlinsko,Czechia,65,Moderate,1,Good,37,Good,1,Good,65,Moderate
11416,Hoeilaart,Belgium,67,Moderate,1,Good,28,Good,7,Good,67,Moderate
11417,Holden,United States of America,48,Good,1,Good,31,Good,5,Good,48,Good
11418,Holguin,Cuba,54,Moderate,1,Good,23,Good,3,Good,54,Moderate
11419,Houston,United States of America,103,Unhealthy for Sensitive Groups,2,Good,7,Good,14,Good,103,Unhealthy for Sensitive Groups
11420,Huai Thalaeng,Thailand,42,Good,1,Good,25,Good,0,Good,42,Good
11421,Ensenada,Mexico,30,Good,0,Good,30,Good,2,Good,3,Good
11422,Epinal,France,55,Moderate,1,Good,34,Good,1,Good,55,Moderate
11423,Eshowe,South Africa,150,Unhealthy,6,Good,29,Good,5,Good,150,Unhealthy
11424,Fajardo,United States of America,48,Good,0,Good,24,Good,0,Good,48,Good
11425,Farrukhnagar,India,181,Unhealthy,4,Good,181,Unhealthy,2,Good,176,Unhealthy
11426,Fenoarivo Atsinanana,Madagascar,41,Good,1,Good,16,Good,0,Good,41,Good
11427,Fern Creek,United States of America,63,Moderate,2,Good,35,Good,9,Good,63,Moderate
11428,Flores Da Cunha,Brazil,23,Good,1,Good,15,Good,2,Good,23,Good
11429,Florsheim,Germany,71,Moderate,2,Good,36,Good,5,Good,71,Moderate
11430,Formoso Do Araguaia,Brazil,60,Moderate,1,Good,6,Good,2,Good,60,Moderate
11431,Fort Lee,United States of America,77,Moderate,2,Good,17,Good,21,Good,77,Moderate
11432,Friesoythe,Germany,57,Moderate,1,Good,32,Good,4,Good,57,Moderate
11433,Fuyu,China,43,Good,1,Good,43,Good,0,Good,38,Good
11435,Gardanne,France,30,Good,1,Good,24,Good,8,Good,30,Good
11436,Garrel,Germany,59,Moderate,1,Good,25,Good,6,Good,59,Moderate
11437,Gebze,Turkey,57,Moderate,1,Good,38,Good,0,Good,57,Moderate
11439,Giron,Colombia,46,Good,1,Good,10,Good,4,Good,46,Good
11440,Miahuatlan,Mexico,76,Moderate,3,Good,3,Good,7,Good,76,Moderate
11441,Migori,Kenya,82,Moderate,2,Good,23,Good,0,Good,82,Moderate
11442,Milan,Italy,67,Moderate,1,Good,37,Good,4,Good,67,Moderate
11443,Mimoso Do Sul,Brazil,51,Moderate,1,Good,7,Good,3,Good,51,Moderate
11444,Minamata,Japan,26,Good,0,Good,26,Good,1,Good,22,Good
11445,Miura,Japan,52,Moderate,1,Good,43,Good,2,Good,52,Moderate
11446,Moana,Spain,25,Good,1,Good,19,Good,3,Good,25,Good
11447,Mobile,United States of America,45,Good,2,Good,45,Good,6,Good,45,Good
11448,Moncalieri,Italy,63,Moderate,1,Good,35,Good,3,Good,63,Moderate
11449,Montepuez,Mozambique,25,Good,0,Good,20,Good,0,Good,25,Good
11450,Montesarchio,Italy,52,Moderate,2,Good,45,Good,5,Good,52,Moderate
11451,Montreal,Canada,68,Moderate,1,Good,22,Good,5,Good,68,Moderate
11452,Moore,United States of America,41,Good,1,Good,41,Good,2,Good,38,Good
11453,Morges,Switzerland,63,Moderate,1,Good,24,Good,2,Good,63,Moderate
11454,Morlaix,France,52,Moderate,1,Good,32,Good,5,Good,52,Moderate
11455,Nazran,Russian Federation,61,Moderate,1,Good,45,Good,0,Good,61,Moderate
11456,Nea Erithraia,Greece,97,Moderate,1,Good,39,Good,6,Good,97,Moderate
11457,Neiba,Dominican Republic,124,Unhealthy for Sensitive Groups,1,Good,12,Good,6,Good,124,Unhealthy for Sensitive Groups
11458,Netivot,Israel,90,Moderate,2,Good,43,Good,5,Good,90,Moderate
11459,Ngozi,Burundi,61,Moderate,3,Good,21,Good,1,Good,61,Moderate
11460,Nijkerk,Netherlands,30,Good,1,Good,25,Good,5,Good,30,Good
11461,Nizza Monferrato,Italy,56,Moderate,1,Good,34,Good,3,Good,56,Moderate
11462,Nogales,United States of America,44,Good,1,Good,10,Good,5,Good,44,Good
11463,Nokia,Finland,34,Good,1,Good,34,Good,1,Good,17,Good
11464,Nongan,China,84,Moderate,2,Good,84,Moderate,1,Good,81,Moderate
11465,North Lindenhurst,United States of America,66,Moderate,2,Good,14,Good,25,Good,66,Moderate
11466,North Port,United States of America,50,Good,1,Good,13,Good,12,Good,50,Good
11467,Novara,Italy,68,Moderate,1,Good,31,Good,4,Good,68,Moderate
11468,Nueva Guinea,Nicaragua,43,Good,1,Good,19,Good,0,Good,43,Good
11469,Obo,Central African Republic,26,Good,2,Good,7,Good,0,Good,26,Good
11470,Oconomowoc,United States of America,46,Good,1,Good,27,Good,5,Good,46,Good
11471,Octopan,Mexico,48,Good,1,Good,25,Good,2,Good,48,Good
11472,Olesnica,Poland,55,Moderate,1,Good,36,Good,1,Good,55,Moderate
11473,Mossingen,Germany,58,Moderate,1,Good,37,Good,2,Good,58,Moderate
11474,Mount Pleasant,United States of America,52,Moderate,1,Good,39,Good,3,Good,52,Moderate
11475,Mouvaux,France,46,Good,1,Good,36,Good,2,Good,46,Good
11476,Much,Germany,62,Moderate,1,Good,28,Good,6,Good,62,Moderate
11477,Muhlacker,Germany,69,Moderate,1,Good,27,Good,4,Good,69,Moderate
11478,Nam Dinh,Viet Nam,154,Unhealthy,4,Good,154,Unhealthy,1,Good,145,Unhealthy for Sensitive Groups
11479,Nanacamilpa,Mexico,197,Unhealthy,2,Good,8,Good,12,Good,197,Unhealthy
11480,Nantou,China,202,Very Unhealthy,3,Good,202,Very Unhealthy,10,Good,153,Unhealthy
11481,Mettet,Belgium,63,Moderate,1,Good,31,Good,5,Good,63,Moderate
11482,Mexico,United States of America,55,Moderate,2,Good,19,Good,7,Good,55,Moderate
11483,Mezhdurechenskiy,Russian Federation,27,Good,1,Good,27,Good,0,Good,19,Good
11484,Tursunzoda,Tajikistan,90,Moderate,1,Good,66,Moderate,0,Good,90,Moderate
11485,Tuttlingen,Germany,58,Moderate,1,Good,40,Good,1,Good,58,Moderate
11486,Tver,Russian Federation,45,Good,1,Good,28,Good,0,Good,45,Good
11487,Udine,Italy,65,Moderate,1,Good,37,Good,2,Good,65,Moderate
11488,Torredonjimeno,Spain,36,Good,1,Good,32,Good,1,Good,36,Good
11489,Torrington,United States of America,60,Moderate,1,Good,23,Good,12,Good,60,Moderate
11490,Toul,France,62,Moderate,1,Good,33,Good,1,Good,62,Moderate
11491,Toulouse,France,53,Moderate,1,Good,32,Good,2,Good,53,Moderate
11492,Tours,France,36,Good,1,Good,28,Good,3,Good,36,Good
11493,Trebinje,Bosnia and Herzegovina,71,Moderate,1,Good,41,Good,0,Good,71,Moderate
11494,Trnava,Slovakia,79,Moderate,1,Good,41,Good,1,Good,79,Moderate
11495,Trostberg,Germany,69,Moderate,1,Good,36,Good,3,Good,69,Moderate
11496,Tsimlyansk,Russian Federation,38,Good,1,Good,38,Good,0,Good,4,Good
11497,Tubarao,Brazil,45,Good,1,Good,11,Good,5,Good,45,Good
11498,Shemonaikha,Kazakhstan,34,Good,1,Good,34,Good,0,Good,19,Good
11499,Shetpe,Kazakhstan,40,Good,1,Good,40,Good,0,Good,34,Good
11500,Shirakawa,Japan,67,Moderate,1,Good,67,Moderate,2,Good,61,Moderate
11501,Simbach,Germany,65,Moderate,1,Good,36,Good,2,Good,65,Moderate
11502,Sohagpur,India,163,Unhealthy,1,Good,43,Good,0,Good,163,Unhealthy
11503,Sokoto,Nigeria,65,Moderate,2,Good,29,Good,1,Good,65,Moderate
11504,Sarezzo,Italy,79,Moderate,2,Good,22,Good,5,Good,79,Moderate
11505,Sargur,India,30,Good,1,Good,22,Good,0,Good,30,Good
11506,Sassenheim,Netherlands,54,Moderate,1,Good,35,Good,4,Good,54,Moderate
11507,Saurimo,Angola,103,Unhealthy for Sensitive Groups,2,Good,31,Good,1,Good,103,Unhealthy for Sensitive Groups
11508,Schwetzingen,Germany,71,Moderate,1,Good,37,Good,2,Good,71,Moderate
11510,Sebinkarahisar,Turkey,41,Good,1,Good,38,Good,0,Good,41,Good
11511,Sewon,Indonesia,67,Moderate,1,Good,36,Good,1,Good,67,Moderate
11512,Seguin,United States of America,55,Moderate,1,Good,16,Good,3,Good,55,Moderate
11514,Seveso,Italy,67,Moderate,1,Good,36,Good,4,Good,67,Moderate
11515,Tayga,Russian Federation,39,Good,1,Good,39,Good,0,Good,38,Good
11516,Telde,Spain,25,Good,0,Good,25,Good,0,Good,9,Good
11517,Teocaltiche,Mexico,54,Moderate,1,Good,26,Good,1,Good,54,Moderate
11518,Terra Roxa,Brazil,19,Good,1,Good,8,Good,1,Good,19,Good
11519,Terrassa,Spain,47,Good,2,Good,32,Good,4,Good,47,Good
11520,Tetla,Mexico,176,Unhealthy,3,Good,8,Good,9,Good,176,Unhealthy
11521,Tha Mai,Thailand,41,Good,0,Good,18,Good,0,Good,41,Good
11522,Tieli,China,47,Good,2,Good,37,Good,0,Good,47,Good
11523,Tielt,Belgium,51,Moderate,1,Good,36,Good,3,Good,51,Moderate
11524,Tiruppuvanam,India,50,Good,1,Good,33,Good,0,Good,50,Good
11525,Tolbazy,Russian Federation,40,Good,1,Good,40,Good,0,Good,28,Good
11526,Southfield,United States of America,90,Moderate,2,Good,17,Good,18,Good,90,Moderate
11527,Spring Hill,United States of America,69,Moderate,2,Good,25,Good,12,Good,69,Moderate
11528,Stamford,United Kingdom of Great Britain and Northern Ireland,35,Good,1,Good,35,Good,3,Good,17,Good
11529,Steenbergen,Netherlands,53,Moderate,1,Good,35,Good,5,Good,53,Moderate
11530,Stockbridge,United States of America,91,Moderate,3,Good,7,Good,31,Good,91,Moderate
11531,Sudbury,Canada,48,Good,1,Good,18,Good,1,Good,48,Good
11532,Susteren,Netherlands,61,Moderate,1,Good,26,Good,6,Good,61,Moderate
11533,Svobody,Russian Federation,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
11534,Syasstroy,Russian Federation,32,Good,1,Good,32,Good,0,Good,21,Good
11535,Szombathely,Hungary,64,Moderate,1,Good,37,Good,1,Good,64,Moderate
11536,Takhli,Thailand,27,Good,0,Good,23,Good,0,Good,27,Good
11537,Tanjong Karang,Malaysia,69,Moderate,2,Good,45,Good,2,Good,69,Moderate
11538,Tanjong Sepat,Malaysia,73,Moderate,2,Good,30,Good,1,Good,73,Moderate
11539,Tarimoro,Mexico,44,Good,1,Good,24,Good,2,Good,44,Good
11540,Tarrega,Spain,47,Good,1,Good,34,Good,1,Good,47,Good
11541,Sarankhola,Bangladesh,66,Moderate,2,Good,27,Good,3,Good,66,Moderate
11542,Sarcelles,France,67,Moderate,1,Good,46,Good,1,Good,67,Moderate
11543,Sarstedt,Germany,44,Good,1,Good,44,Good,0,Good,33,Good
11544,Saveh,Iran (Islamic Republic of),124,Unhealthy for Sensitive Groups,1,Good,40,Good,6,Good,124,Unhealthy for Sensitive Groups
11545,Sawara,Japan,56,Moderate,1,Good,28,Good,8,Good,56,Moderate
11546,Schwarzenberg,Germany,52,Moderate,1,Good,47,Good,0,Good,52,Moderate
11547,Seabra,Brazil,21,Good,0,Good,21,Good,0,Good,16,Good
11548,Seguela,Côte d'Ivoire,31,Good,1,Good,20,Good,0,Good,31,Good
11549,Semarang,Indonesia,160,Unhealthy,5,Good,17,Good,17,Good,160,Unhealthy
11550,Senhor Do Bonfim,Brazil,21,Good,0,Good,21,Good,0,Good,16,Good
11551,Sento Se,Brazil,21,Good,0,Good,21,Good,0,Good,20,Good
11552,Serebryansk,Kazakhstan,42,Good,1,Good,19,Good,2,Good,42,Good
11553,Shaowu,China,80,Moderate,4,Good,14,Good,9,Good,80,Moderate
11554,Sharon,United States of America,59,Moderate,1,Good,39,Good,2,Good,59,Moderate
11555,Shasta Lake,United States of America,43,Good,1,Good,27,Good,3,Good,43,Good
11556,Singen,Germany,60,Moderate,1,Good,60,Moderate,0,Good,60,Moderate
11557,Sint Katelijne Waver,Belgium,51,Moderate,1,Good,38,Good,2,Good,51,Moderate
11558,Sirhind,India,167,Unhealthy,5,Good,26,Good,22,Good,167,Unhealthy
11559,Sirpur,India,166,Unhealthy,2,Good,55,Moderate,0,Good,166,Unhealthy
11560,Sirsaganj,India,173,Unhealthy,4,Good,57,Moderate,7,Good,173,Unhealthy
11561,Sivas,Turkey,45,Good,0,Good,45,Good,0,Good,43,Good
11562,Rancagua,Chile,122,Unhealthy for Sensitive Groups,3,Good,3,Good,6,Good,122,Unhealthy for Sensitive Groups
11563,Ranchi,India,160,Unhealthy,3,Good,43,Good,5,Good,160,Unhealthy
11564,Randolph,United States of America,45,Good,1,Good,41,Good,1,Good,45,Good
11565,Rangkasbitung,Indonesia,225,Very Unhealthy,11,Good,9,Good,63,Moderate,225,Very Unhealthy
11566,Rantauprapat,Indonesia,97,Moderate,3,Good,2,Good,5,Good,97,Moderate
11567,Red Wing,United States of America,55,Moderate,1,Good,32,Good,1,Good,55,Moderate
11568,Reforma,Mexico,81,Moderate,1,Good,23,Good,0,Good,81,Moderate
11569,Reoti,India,171,Unhealthy,5,Good,62,Moderate,6,Good,171,Unhealthy
11570,Reynosa,Mexico,35,Good,0,Good,27,Good,0,Good,35,Good
11571,Rixensart,Belgium,54,Moderate,1,Good,38,Good,1,Good,54,Moderate
11572,Rock Springs,United States of America,22,Good,1,Good,20,Good,5,Good,22,Good
11573,Rodental,Germany,54,Moderate,1,Good,49,Good,0,Good,54,Moderate
11574,Roldanillo,Colombia,76,Moderate,2,Good,19,Good,1,Good,76,Moderate
11575,Ronda,Spain,43,Good,1,Good,43,Good,0,Good,16,Good
11576,Rosemont,United States of America,50,Good,1,Good,26,Good,7,Good,50,Good
11577,Rovato,Italy,82,Moderate,1,Good,49,Good,0,Good,82,Moderate
11578,Rubi,Spain,52,Moderate,1,Good,52,Moderate,1,Good,51,Moderate
11579,Ruhengeri,Rwanda,157,Unhealthy,2,Good,24,Good,1,Good,157,Unhealthy
11580,Saalfeld,Germany,54,Moderate,1,Good,48,Good,0,Good,54,Moderate
11581,Saint Jean De Braye,France,69,Moderate,1,Good,34,Good,1,Good,69,Moderate
11582,Salisbury,United States of America,49,Good,1,Good,49,Good,0,Good,27,Good
11583,San Agustin,Mexico,57,Moderate,1,Good,26,Good,1,Good,57,Moderate
11584,San Andres,Colombia,97,Moderate,0,Good,27,Good,0,Good,97,Moderate
11585,San Fernando De Henares,Spain,43,Good,1,Good,43,Good,0,Good,11,Good
11586,San Sebastian El Grande,Mexico,53,Moderate,1,Good,30,Good,0,Good,53,Moderate
11587,Sanbu,China,104,Unhealthy for Sensitive Groups,2,Good,8,Good,21,Good,104,Unhealthy for Sensitive Groups
11588,Santa Adelia,Brazil,61,Moderate,1,Good,24,Good,0,Good,61,Moderate
11589,Santa Ignacia,Philippines,151,Unhealthy,2,Good,25,Good,6,Good,151,Unhealthy
11590,Sao Leopoldo,Brazil,50,Good,1,Good,18,Good,1,Good,50,Good
11591,Baikunthpur,India,169,Unhealthy,3,Good,86,Moderate,5,Good,169,Unhealthy
11592,Bakhtiyarpur,India,158,Unhealthy,4,Good,46,Good,7,Good,158,Unhealthy
11593,Baku,Azerbaijan,79,Moderate,1,Good,46,Good,0,Good,79,Moderate
11594,Balapur,India,152,Unhealthy,2,Good,28,Good,3,Good,152,Unhealthy
11595,Balasinor,India,154,Unhealthy,2,Good,31,Good,6,Good,154,Unhealthy
11596,Bang Krathum,Thailand,86,Moderate,2,Good,14,Good,4,Good,86,Moderate
11597,Bangalore,India,77,Moderate,2,Good,20,Good,4,Good,77,Moderate
11598,Barghat,India,161,Unhealthy,2,Good,48,Good,2,Good,161,Unhealthy
11599,Bargur,India,84,Moderate,1,Good,30,Good,3,Good,84,Moderate
11600,Barillas,Guatemala,43,Good,1,Good,19,Good,0,Good,43,Good
11601,Bejar,Spain,36,Good,0,Good,36,Good,0,Good,12,Good
11602,Bela Vista De Goias,Brazil,24,Good,0,Good,24,Good,0,Good,10,Good
11603,Beldanga,India,153,Unhealthy,4,Good,18,Good,18,Good,153,Unhealthy
11604,Bende,Nigeria,94,Moderate,3,Good,46,Good,1,Good,94,Moderate
11605,Benjamin Constant,Brazil,48,Good,1,Good,3,Good,0,Good,48,Good
11606,Betamcherla,India,111,Unhealthy for Sensitive Groups,2,Good,36,Good,5,Good,111,Unhealthy for Sensitive Groups
11607,Betera,Spain,41,Good,1,Good,41,Good,0,Good,14,Good
11608,Beverly Hills,United States of America,54,Moderate,1,Good,33,Good,1,Good,54,Moderate
11609,Bexley,United States of America,42,Good,1,Good,42,Good,1,Good,42,Good
11610,Beysehir,Turkey,47,Good,1,Good,41,Good,0,Good,47,Good
11611,Biberach,Germany,63,Moderate,1,Good,59,Moderate,0,Good,63,Moderate
11612,Bilsanda,India,154,Unhealthy,4,Good,21,Good,10,Good,154,Unhealthy
11613,Bitritto,Italy,57,Moderate,1,Good,54,Moderate,0,Good,57,Moderate
11614,Bolivar,Colombia,29,Good,1,Good,11,Good,0,Good,29,Good
11615,Braga,Portugal,39,Good,0,Good,39,Good,0,Good,16,Good
11616,Brasov,Romania,55,Moderate,1,Good,40,Good,0,Good,55,Moderate
11617,Brignoles,France,51,Moderate,1,Good,51,Moderate,2,Good,38,Good
11618,Broken Arrow,United States of America,57,Moderate,1,Good,48,Good,3,Good,57,Moderate
11619,Bron,France,69,Moderate,1,Good,55,Moderate,0,Good,69,Moderate
11620,Brunssum,Netherlands,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
11621,Brusque,Brazil,45,Good,1,Good,21,Good,1,Good,45,Good
11622,Brzeg Dolny,Poland,44,Good,1,Good,44,Good,0,Good,43,Good
11623,Buaran,Indonesia,152,Unhealthy,5,Good,27,Good,9,Good,152,Unhealthy
11624,Bundibugyo,Uganda,55,Moderate,1,Good,16,Good,0,Good,55,Moderate
11625,Burhar,India,154,Unhealthy,2,Good,73,Moderate,2,Good,154,Unhealthy
11626,Buturlinovka,Russian Federation,42,Good,1,Good,42,Good,0,Good,18,Good
11627,Butzbach,Germany,57,Moderate,1,Good,55,Moderate,0,Good,57,Moderate
11628,Byumba,Rwanda,119,Unhealthy for Sensitive Groups,2,Good,30,Good,1,Good,119,Unhealthy for Sensitive Groups
11629,Calabozo,Venezuela (Bolivarian Republic of),40,Good,1,Good,20,Good,0,Good,40,Good
11630,Calauan,Philippines,92,Moderate,2,Good,26,Good,9,Good,92,Moderate
11631,Camaguey,Cuba,64,Moderate,1,Good,23,Good,1,Good,64,Moderate
11632,Campo Grande,Brazil,33,Good,1,Good,21,Good,0,Good,33,Good
11633,Cancun,Mexico,29,Good,0,Good,29,Good,0,Good,16,Good
11634,Candeias,Brazil,28,Good,0,Good,23,Good,0,Good,28,Good
11635,Capaccio,Italy,60,Moderate,1,Good,60,Moderate,0,Good,50,Good
11636,Casablanca,Morocco,37,Good,1,Good,37,Good,0,Good,32,Good
11637,Catarroja,Spain,41,Good,1,Good,41,Good,0,Good,15,Good
11638,Cenon,France,42,Good,1,Good,42,Good,0,Good,26,Good
11639,Central Point,United States of America,37,Good,1,Good,29,Good,2,Good,37,Good
11640,Cerro Azul,Mexico,59,Moderate,1,Good,26,Good,0,Good,59,Moderate
11641,Cervia,Italy,75,Moderate,1,Good,69,Moderate,0,Good,75,Moderate
11642,Cessnock,Australia,21,Good,0,Good,21,Good,8,Good,18,Good
11643,Chaibasa,India,154,Unhealthy,3,Good,40,Good,3,Good,154,Unhealthy
11644,Chalus,Iran (Islamic Republic of),135,Unhealthy for Sensitive Groups,2,Good,39,Good,4,Good,135,Unhealthy for Sensitive Groups
11645,Champlin,United States of America,51,Moderate,1,Good,32,Good,1,Good,51,Moderate
11646,Changji,China,153,Unhealthy,2,Good,31,Good,8,Good,153,Unhealthy
11647,Chaplygin,Russian Federation,39,Good,1,Good,39,Good,0,Good,18,Good
11648,Chatillon,France,70,Moderate,1,Good,44,Good,2,Good,70,Moderate
11649,Cherepovets,Russian Federation,30,Good,1,Good,30,Good,0,Good,8,Good
11650,Chongqing,China,283,Very Unhealthy,19,Good,0,Good,58,Moderate,283,Very Unhealthy
11652,Soreang,Indonesia,188,Unhealthy,10,Good,5,Good,27,Good,188,Unhealthy
11653,Sosnovka,Russian Federation,39,Good,1,Good,33,Good,0,Good,39,Good
11654,South Miami,United States of America,35,Good,1,Good,35,Good,2,Good,32,Good
11655,Sroda Wielkopolska,Poland,41,Good,1,Good,41,Good,0,Good,33,Good
11656,Stadtlohn,Germany,42,Good,1,Good,39,Good,0,Good,42,Good
11657,Sterling,United States of America,56,Moderate,1,Good,39,Good,1,Good,56,Moderate
11658,Sternberk,Czechia,67,Moderate,1,Good,44,Good,0,Good,67,Moderate
11659,Stockelsdorf,Germany,43,Good,1,Good,43,Good,0,Good,23,Good
11660,Streamwood,United States of America,52,Moderate,1,Good,32,Good,4,Good,52,Moderate
11661,Sudogda,Russian Federation,39,Good,1,Good,39,Good,0,Good,21,Good
11662,Sugar Hill,United States of America,66,Moderate,1,Good,66,Moderate,1,Good,20,Good
11663,Suhbaatar,Mongolia,68,Moderate,1,Good,33,Good,0,Good,68,Moderate
11664,Suicheng,China,155,Unhealthy,7,Good,52,Moderate,18,Good,155,Unhealthy
11665,Sunagawa,Japan,46,Good,1,Good,31,Good,4,Good,46,Good
11666,Sundarnagar,India,152,Unhealthy,4,Good,29,Good,9,Good,152,Unhealthy
11667,Godalming,United Kingdom of Great Britain and Northern Ireland,36,Good,1,Good,32,Good,1,Good,36,Good
11668,Golkoy,Turkey,45,Good,1,Good,45,Good,0,Good,32,Good
11669,Gonzalez,Mexico,57,Moderate,1,Good,21,Good,1,Good,57,Moderate
11670,Gorizia,Italy,78,Moderate,1,Good,47,Good,0,Good,78,Moderate
11671,Gorno Altaysk,Russian Federation,24,Good,1,Good,15,Good,1,Good,24,Good
11672,Gouda,Netherlands,38,Good,1,Good,38,Good,0,Good,30,Good
11673,Grapevine,United States of America,71,Moderate,2,Good,37,Good,4,Good,71,Moderate
11674,Great Falls,United States of America,39,Good,1,Good,27,Good,1,Good,39,Good
11675,Grogol,Indonesia,170,Unhealthy,6,Good,7,Good,21,Good,170,Unhealthy
11676,Gua Musang,Malaysia,67,Moderate,2,Good,2,Good,2,Good,67,Moderate
11677,Guaiba,Brazil,49,Good,1,Good,19,Good,1,Good,49,Good
11678,Guayaquil,Ecuador,66,Moderate,1,Good,22,Good,2,Good,66,Moderate
11679,Guidonia,Italy,68,Moderate,1,Good,68,Moderate,0,Good,41,Good
11680,Guntur,India,161,Unhealthy,3,Good,38,Good,6,Good,161,Unhealthy
11681,Gurdaspur,India,164,Unhealthy,5,Good,26,Good,11,Good,164,Unhealthy
11682,Haacht,Belgium,52,Moderate,1,Good,37,Good,1,Good,52,Moderate
11683,Handa,Japan,95,Moderate,3,Good,24,Good,15,Good,95,Moderate
11684,Hannan,Japan,73,Moderate,2,Good,29,Good,8,Good,73,Moderate
11685,Harenkarspel,Netherlands,38,Good,1,Good,38,Good,0,Good,35,Good
11686,Harrisonburg,United States of America,37,Good,1,Good,37,Good,2,Good,26,Good
11687,Hartlepool,United Kingdom of Great Britain and Northern Ireland,43,Good,1,Good,38,Good,0,Good,43,Good
11688,Hedensted,Denmark,43,Good,1,Good,43,Good,0,Good,12,Good
11689,Heilbron,South Africa,71,Moderate,2,Good,21,Good,4,Good,71,Moderate
11690,Hennebont,France,40,Good,1,Good,40,Good,0,Good,29,Good
11691,Herselt,Belgium,52,Moderate,1,Good,37,Good,1,Good,52,Moderate
11692,Hildburghausen,Germany,57,Moderate,1,Good,49,Good,0,Good,57,Moderate
11693,Hilter,Germany,44,Good,1,Good,43,Good,0,Good,44,Good
11694,Hirosaki,Japan,102,Unhealthy for Sensitive Groups,3,Good,25,Good,17,Good,102,Unhealthy for Sensitive Groups
11695,Huaidian,China,170,Unhealthy,9,Good,44,Good,27,Good,170,Unhealthy
11696,Hunedoara,Romania,45,Good,1,Good,45,Good,0,Good,41,Good
11697,Hurth,Germany,56,Moderate,1,Good,46,Good,1,Good,56,Moderate
11698,Iida,Japan,63,Moderate,1,Good,14,Good,5,Good,63,Moderate
11699,Ikeda,Japan,46,Good,1,Good,29,Good,6,Good,46,Good
11700,Ilinden,Republic of North Macedonia,69,Moderate,1,Good,45,Good,0,Good,69,Moderate
11701,Irosin,Philippines,55,Moderate,1,Good,21,Good,0,Good,55,Moderate
11702,Islamnagar,India,158,Unhealthy,4,Good,45,Good,9,Good,158,Unhealthy
11703,Ives Estates,United States of America,33,Good,1,Good,31,Good,2,Good,33,Good
11704,Iwakura,Japan,130,Unhealthy for Sensitive Groups,3,Good,6,Good,24,Good,130,Unhealthy for Sensitive Groups
11705,Izobilnyy,Russian Federation,48,Good,1,Good,48,Good,1,Good,26,Good
11706,Jacinto City,United States of America,33,Good,0,Good,22,Good,3,Good,33,Good
11707,Jalapa,Guatemala,57,Moderate,1,Good,24,Good,0,Good,57,Moderate
11708,Jashpurnagar,India,162,Unhealthy,2,Good,47,Good,3,Good,162,Unhealthy
11709,Jequie,Brazil,23,Good,0,Good,23,Good,0,Good,22,Good
11710,Jhargram,India,96,Moderate,2,Good,26,Good,4,Good,96,Moderate
11711,Joacaba,Brazil,21,Good,1,Good,10,Good,0,Good,21,Good
11712,Jose De Freitas,Brazil,29,Good,0,Good,20,Good,0,Good,29,Good
11713,Juan Lacaze,Uruguay,24,Good,0,Good,24,Good,1,Good,22,Good
11714,Kaduy,Russian Federation,29,Good,1,Good,29,Good,0,Good,8,Good
11715,Kalagarh,India,151,Unhealthy,3,Good,33,Good,7,Good,151,Unhealthy
11716,Kalispell,United States of America,33,Good,1,Good,33,Good,1,Good,28,Good
11717,Kalol,India,159,Unhealthy,2,Good,23,Good,8,Good,159,Unhealthy
11718,Kamuli,Uganda,118,Unhealthy for Sensitive Groups,2,Good,15,Good,1,Good,118,Unhealthy for Sensitive Groups
11719,Kantyshevo,Russian Federation,40,Good,1,Good,40,Good,1,Good,32,Good
11720,Karonga,Malawi,40,Good,1,Good,21,Good,0,Good,40,Good
11721,Katete,Zambia,34,Good,0,Good,22,Good,0,Good,34,Good
11722,Kathua,India,161,Unhealthy,5,Good,20,Good,10,Good,161,Unhealthy
11723,Katsuyama,Japan,80,Moderate,2,Good,24,Good,12,Good,80,Moderate
11724,Kayalpattinam,India,51,Moderate,1,Good,25,Good,2,Good,51,Moderate
11725,Kewanee,United States of America,59,Moderate,1,Good,36,Good,2,Good,59,Moderate
11726,Khalkhal,Iran (Islamic Republic of),72,Moderate,1,Good,41,Good,0,Good,72,Moderate
11727,Khangah Dogran,Pakistan,178,Unhealthy,5,Good,47,Good,10,Good,178,Unhealthy
11728,Khao Wong,Thailand,66,Moderate,2,Good,19,Good,2,Good,66,Moderate
11729,Marinilla,Colombia,55,Moderate,1,Good,20,Good,0,Good,55,Moderate
11730,Marsta,Sweden,34,Good,1,Good,34,Good,0,Good,15,Good
11731,Massafra,Italy,59,Moderate,1,Good,59,Moderate,0,Good,46,Good
